,Difficulty_Level,Key,Link,Range,Tempo,Time_Signature,Title,,,
1926,easy,G major,/tunes/the-bragging-man.pdf,"('D', '4', 'B', '5')",120 BPM,4-Apr,The Bragging Man,G,2,/tunes/the-bragging-man
2734,easy,G major,/tunes/the-bridal-jig.pdf,"('D', '4', 'B', '5')",100 BPM,8-Jun,The Bridal Jig,G,2,/tunes/the-bridal-jig
1334,easy,G major,/tunes/the-bungalow-jig.pdf,"('D', '4', 'D', '5')",92 BPM,8-Jun,The Bungalow Jig,G,2,/tunes/the-bungalow-jig
1950,easy,G major,/tunes/the-cardinal.pdf,"('D', '4', 'A', '5')",120 BPM,4-Feb,The Cardinal,G,2,/tunes/the-cardinal
412,intermediate,G major,/tunes/the-cat-in-the-fiddle-case.pdf,"('D', '4', 'G', '5')",152 BPM,4-Apr,The Cat in the Fiddle Case,G,2,/tunes/the-cat-in-the-fiddle-case
2848,easy,G major,/tunes/the-coburg-waltz-duet.pdf,"('D', '4', 'D', '6')",120 BPM,8-Mar,The Coburg Waltz,G,2,/tunes/the-coburg-waltz-duet
469,easy,G major,/tunes/the-cruel-war.pdf,"('D', '4', 'B', '4')",100 BPM,4-Apr,The Cruel War,G,2,/tunes/the-cruel-war
2491,easy,G major,/tunes/the-dark-slender-boy.pdf,"('F#', '4', 'B', '5')",40 BPM,4-Mar,The Dark Slender Boy,G,2,/tunes/the-dark-slender-boy
1486,easy,G major,/tunes/the-dawning-of-the-day.pdf,"('F#', '4', 'G', '5')",112 BPM,4-Feb,The Dawning of the Day,G,2,/tunes/the-dawning-of-the-day
1113,intermediate,G major,/tunes/the-dublin-porter.pdf,"('D', '4', 'A', '5')",192 BPM,4-Apr,The Dublin Porter,G,2,/tunes/the-dublin-porter
43,intermediate,G major,/tunes/the-eavesdropper.pdf,"('D', '4', 'A', '5')",128 BPM,8-Jun,The Eavesdropper,G,2,/tunes/the-eavesdropper
1978,easy,G major,/tunes/the-fair-branch.pdf,"('C#', '4', 'D', '5')",88 BPM,4-Apr,The Fair Branch,G,2,/tunes/the-fair-branch
2993,easy,G major,/tunes/the-female-hero.pdf,"('D', '4', 'G', '5')",104 BPM,8-Jun,The Female Hero,G,2,/tunes/the-female-hero
2934,easy,G major,/tunes/the-fifers.pdf,"('D', '4', 'C', '6')",100 BPM,8-Jun,The Fifer's,G,2,/tunes/the-fifers
811,intermediate,G major,/tunes/the-flowers-of-edinburgh.pdf,"('D', '4', 'B', '5')",112 BPM,2-Feb,The Flowers of Edinburgh,G,2,/tunes/the-flowers-of-edinburgh
2419,intermediate,G major,/tunes/the-forth-brig.pdf,"('D', '4', 'C', '6')",66 BPM,4-Feb,The Forth Brig,G,2,/tunes/the-forth-brig
1037,easy,G major,/tunes/the-fountain-in-the-park.pdf,"('D', '4', 'A', '5')",108 BPM,4-Apr,The Fountain in the Park,G,2,/tunes/the-fountain-in-the-park
2423,easy,G major,/tunes/the-fox-hunt.pdf,"('D', '4', 'A', '5')",100 BPM,8-Jun,The Fox Hunt,G,2,/tunes/the-fox-hunt
960,intermediate,G major,/tunes/the-foxhunters-reel.pdf,"('D', '4', 'B', '5')",200 BPM,4-Apr,The Foxhunter's Reel,G,2,/tunes/the-foxhunters-reel
6,intermediate,G major,/tunes/the-galway-hornpipe.pdf,"('D', '4', 'D', '6')",172 BPM,4-Apr,The Galway Hornpipe,G,2,/tunes/the-galway-hornpipe
2865,intermediate,G major,/tunes/the-gem-that-decks-her-queenly-brow-duet.pdf,"('F#', '4', 'D', '6')",60 BPM,4-Feb,The Gem That Decks Her Queenly Brow,G,2,/tunes/the-gem-that-decks-her-queenly-brow-duet
535,easy,G major,/tunes/the-gentle-maiden.pdf,"('D', '4', 'G', '5')",52 BPM,4-Mar,The Gentle Maiden,G,2,/tunes/the-gentle-maiden
80,easy,G major,/tunes/the-girl-i-left-behind.pdf,"('D', '4', 'G', '5')",100 BPM,2-Feb,The Girl I Left Behind,G,2,/tunes/the-girl-i-left-behind
2655,easy,G major,/tunes/the-girl-that-wears-green.pdf,"('D', '4', 'A', '5')",92 BPM,8-Jun,The Girl That Wears Green,G,2,/tunes/the-girl-that-wears-green
1213,easy,G major,/tunes/the-gold-haired-maid.pdf,"('D', '4', 'A', '5')",80 BPM,4-Apr,The Gold-Haired Maid,G,2,/tunes/the-gold-haired-maid
1137,intermediate,G major,/tunes/the-green-fields-of-america.pdf,"('D', '4', 'A', '5')",184 BPM,4-Apr,The Green Fields of America,G,2,/tunes/the-green-fields-of-america
1466,easy,G major,/tunes/the-green-glens-of-antrim.pdf,"('D', '4', 'E', '5')",52 BPM,4-Mar,The Green Glens of Antrim,G,2,/tunes/the-green-glens-of-antrim
2309,easy,G major,/tunes/the-grey-beard.pdf,"('D', '4', 'A', '5')",180 BPM,2-Feb,The Grey Beard,G,2,/tunes/the-grey-beard
992,intermediate,G major,/tunes/the-groves-hornpipe.pdf,"('C', '4', 'B', '5')",88 BPM,4-Feb,The Groves Hornpipe,G,2,/tunes/the-groves-hornpipe
2257,easy,G major,/tunes/the-hills-of-tara.pdf,"('E', '4', 'G', '5')",120 BPM,4-Apr,The Hills of Tara,G,2,/tunes/the-hills-of-tara
302,easy,G major,/tunes/the-holly-and-the-ivy.pdf,"('D', '4', 'E', '5')",108 BPM,4-Mar,The Holly and the Ivy,G,2,/tunes/the-holly-and-the-ivy
438,intermediate,G major,/tunes/the-irish-washerwoman.pdf,"('D', '4', 'B', '5')",128 BPM,8-Jun,The Irish Washerwoman,G,2,/tunes/the-irish-washerwoman
774,easy,G major,/tunes/the-kesh-jig.pdf,"('D', '4', 'B', '5')",120 BPM,8-Jun,The Kesh Jig,G,2,/tunes/the-kesh-jig
104,easy,G major,/tunes/the-keys-of-canterbury.pdf,"('E', '4', 'B', '4')",100 BPM,8-Jun,The Keys of Canterbury,G,2,/tunes/the-keys-of-canterbury
2762,easy,G major,/tunes/the-kildare-club.pdf,"('G', '4', 'B', '5')",96 BPM,8-Jun,The Kildare Club,G,2,/tunes/the-kildare-club
1121,intermediate,G major,/tunes/the-longford-collector.pdf,"('D', '4', 'B', '5')",200 BPM,2-Feb,The Longford Collector,G,2,/tunes/the-longford-collector
2832,easy,G major,/tunes/the-maid-of-llangollen-duet.pdf,"('G', '4', 'D', '6')",100 BPM,4-Apr,The Maid of Llangollen,G,2,/tunes/the-maid-of-llangollen-duet
1845,easy,G major,/tunes/margate-rout.pdf,"('D', '4', 'E', '6')",144 BPM,4-Apr,The Margate Rout,G,2,/tunes/margate-rout
2320,easy,G major,/tunes/the-mellow-horn.pdf,"('F#', '4', 'B', '5')",92 BPM,8-Jun,The Mellow Horn,G,2,/tunes/the-mellow-horn
2754,easy,G major,/tunes/the-milkmaid.pdf,"('D', '4', 'G', '5')",108 BPM,8-Jun,The Milkmaid,G,2,/tunes/the-milkmaid
460,intermediate,G major,/tunes/the-minstrel-boy.pdf,"('D', '4', 'G', '5')",108 BPM,4-Apr,The Minstrel Boy,G,2,/tunes/the-minstrel-boy
1712,easy,G major,/tunes/the-moon-beams.pdf,"('A', '4', 'B', '5')",144 BPM,4-Feb,The Moon Beams,G,2,/tunes/the-moon-beams
2387,intermediate,G major,/tunes/the-mullingar-races.pdf,"('D', '4', 'E', '6')",152 BPM,2-Feb,The Mullingar Races,G,2,/tunes/the-mullingar-races
1998,intermediate,G major,/tunes/the-natal-day.pdf,"('D', '4', 'B', '5')",152 BPM,4-Apr,The Natal Day,G,2,/tunes/the-natal-day
72,easy,G major,/tunes/the-noon-lassies.pdf,"('D', '4', 'B', '5')",128 BPM,4-Apr,The Noon Lassies,G,2,/tunes/the-noon-lassies
2192,intermediate,G major,/tunes/the-paddock.pdf,"('D', '4', 'A', '5')",88 BPM,2-Feb,The Paddock,G,2,/tunes/the-paddock
155,easy,G major,/tunes/the-parting-glass.pdf,"('D', '4', 'E', '5')",112 BPM,4-Apr,The Parting Glass,G,2,/tunes/the-parting-glass
1825,easy,G major,/tunes/the-parting-kiss.pdf,"('D', '4', 'G', '5')",144 BPM,4-Apr,The Parting Kiss,G,2,/tunes/the-parting-kiss
2901,easy,G major,/tunes/the-penniless-traveller.pdf,"('E', '4', 'D', '6')",96 BPM,8-Jun,The Penniless Traveller,G,2,/tunes/the-penniless-traveller
2590,easy,G major,/tunes/the-rambler-from-ross.pdf,"('D', '4', 'D', '5')",92 BPM,8-Jun,The Rambler from Ross,G,2,/tunes/the-rambler-from-ross
791,easy,G major,/tunes/the-rio-grande.pdf,"('D', '4', 'G', '5')",72 BPM,8-Jun,The Rio Grande,G,2,/tunes/the-rio-grande
3009,easy,G major,/tunes/the-rising-step.pdf,"('D', '4', 'A', '5')",108 BPM,8-Jun,The Rising Step,G,2,/tunes/the-rising-step
2162,easy,G major,/tunes/the-rival-hornpipe.pdf,"('D', '4', 'G', '5')",72 BPM,2-Feb,The Rival Hornpipe,G,2,/tunes/the-rival-hornpipe
2615,easy,G major,/tunes/the-rose-of-allendale-trio.pdf,"('D', '4', 'D', '6')",112 BPM,4-Apr,The Rose of Allendale,G,2,/tunes/the-rose-of-allendale-trio
1608,easy,G major,/tunes/the-sash-my-father-wore.pdf,"('D', '4', 'D', '5')",120 BPM,4-Apr,The Sash My Father Wore,G,2,/tunes/the-sash-my-father-wore
2816,intermediate,G major,/tunes/neukomm-the-sea-duet.pdf,"('D', '4', 'D', '6')",92 BPM,8-Jun,The Sea,G,2,/tunes/neukomm-the-sea-duet
360,easy,G major,/tunes/the-skye-boat-song.pdf,"('D', '5', 'D', '6')",42 BPM,8-Jun,The Skye Boat Song,G,2,/tunes/the-skye-boat-song
1910,intermediate,G major,/tunes/the-spey-in-spate.pdf,"('D', '4', 'D', '6')",172 BPM,4-Apr,The Spey in Spate,G,2,/tunes/the-spey-in-spate
2196,easy,G major,/tunes/the-steel-hoop.pdf,"('D', '4', 'B', '5')",144 BPM,4-Feb,The Steel Hoop,G,2,/tunes/the-steel-hoop
2806,easy,G major,/tunes/the-stolen-purse.pdf,"('D', '4', 'B', '5')",96 BPM,8-Jun,The Stolen Purse,G,2,/tunes/the-stolen-purse
3025,easy,G major,/tunes/the-streams-of-kilnaspig.pdf,"('F#', '4', 'A', '5')",100 BPM,8-Jun,The Streams Of Kilnaspig,G,2,/tunes/the-streams-of-kilnaspig
314,intermediate,G major,/tunes/the-sussex-carol.pdf,"('C', '4', 'E', '6')",88 BPM,4-Jun,The Sussex Carol,G,2,/tunes/the-sussex-carol
1695,intermediate,G major,/tunes/kohler-op66-the-swallows.pdf,"('C#', '4', 'A', '6')",96 BPM,4-Feb,The Swallows 25 Romantic Studies,G,2,/tunes/kohler-op66-the-swallows
90,intermediate,G major,/tunes/saint-saens-carnival-of-the-animals-the-swan.pdf,"('E', '4', 'D', '6')",70 BPM,4-Jun,The Swan The Carnival of the Animals,G,2,/tunes/saint-saens-carnival-of-the-animals-the-swan
2253,easy,G major,/tunes/the-trip-to-cullenstown.pdf,"('D', '4', 'G', '5')",132 BPM,4-Apr,The Trip To Cullenstown,G,2,/tunes/the-trip-to-cullenstown
274,easy,G major,/tunes/the-twelve-days-of-christmas.pdf,"('D', '4', 'E', '5')",120 BPM,4-Apr,The Twelve Days of Christmas,G,2,/tunes/the-twelve-days-of-christmas
440,intermediate,G major,/tunes/sousa-the-washington-post.pdf,"('D', '4', 'G', '6')",120 BPM,8-Jun,The Washington Post,G,2,/tunes/sousa-the-washington-post
761,easy,G major,/tunes/the-water-is-wide.pdf,"('D', '4', 'D', '5')",72 BPM,4-Apr,The Water Is Wide,G,2,/tunes/the-water-is-wide
814,intermediate,G major,/tunes/the-white-cockade.pdf,"('G', '4', 'B', '5')",100 BPM,2-Feb,The White Cockade,G,2,/tunes/the-white-cockade
2780,easy,G major,/tunes/the-woods-of-old-limerick.pdf,"('D', '4', 'C', '6')",100 BPM,8-Jun,The Woods of Old Limerick,G,2,/tunes/the-woods-of-old-limerick
488,intermediate,G major,/tunes/rimsky-korsakov-scheherazade-the-young-prince-and-the-young-princess.pdf,"('D', '4', 'Bb', '6')",52 BPM,8-Jun,The Young Prince and The Young Princess Scheherazade,G,2,/tunes/rimsky-korsakov-scheherazade-the-young-prince-and-the-young-princess
257,easy,G major,/tunes/theres-a-hole-in-my-bucket.pdf,"('D', '4', 'A', '5')",160 BPM,4-Mar,There's a Hole in My Bucket,G,2,/tunes/theres-a-hole-in-my-bucket
2925,easy,G major,['/tunes/theres-whiskey-in-the-jar.pdf'],"('G', '4', 'B', '5')",84 BPM,4-Feb,There's Whiskey in the Jar,G,2,['/tunes/theres-whiskey-in-the-jar.p
193,easy,G major,[],"('D', '4', 'C', '5')",100 BPM,2-Feb,This Land is Your Land,G,2,#VALUE!
709,intermediate,G major,/tunes/tomorrow-shall-be-my-dancing-day.pdf,"('D', '4', 'D', '6')",160 BPM,4-Mar,Tomorrow Shall Be My Dancing Day,G,2,/tunes/tomorrow-shall-be-my-dancing-day
2673,easy,G major,/tunes/trip-to-the-cottage.pdf,"('D', '4', 'A', '5')",96 BPM,8-Jun,Trip to the Cottage,G,2,/tunes/trip-to-the-cottage
3093,easy,G major,/tunes/tumble-the-tinker.pdf,"('D', '4', 'B', '5')",100 BPM,8-Jun,Tumble the Tinker,G,2,/tunes/tumble-the-tinker
2751,easy,G major,/tunes/popp-valse-gracieuse.pdf,"('G', '4', 'G', '6')",144 BPM,4-Mar,Valse gracieuse 6 Morceaux mÃ©lodiques trÃ¨s faciles,G,2,/tunes/popp-valse-gracieuse
2536,easy,G major,/tunes/vauxhall-dance.pdf,"('D', '4', 'B', '5')",100 BPM,8-Jun,Vauxhall Dance,G,2,/tunes/vauxhall-dance
1139,intermediate,G major,/tunes/mozart-le-nozze-di-figaro-via-resti-servita.pdf,"('D', '4', 'G', '6')",120 BPM,4-Apr,Via resti servita The Marriage of Figaro,G,2,/tunes/mozart-le-nozze-di-figaro-via-resti-servita
220,easy,G major,/tunes/lehar-the-merry-widow-vilja-song.pdf,"('D', '4', 'B', '5')",88 BPM,4-Feb,Vilja Song The Merry Widow,G,2,/tunes/lehar-the-merry-widow-vilja-song
3083,intermediate,G major,/tunes/schultze-sonata-for-two-flutes-no2-in-g-major-iv-vivace.pdf,"('D', '4', 'C', '6')",116 BPM,4-Jun,Vivace Sonata for Two Flutes No. 2 in G major,G,2,/tunes/schultze-sonata-for-two-flutes-no2-in-g-major-iv-vivace
1425,easy,G major,/tunes/loeillet-de-gant-op5-no2-v-vivace.pdf,"('F#', '4', 'C', '6')",100 BPM,8-Jun,Vivace Sonata for Two Flutes No. 2 in E minor,G,2,/tunes/loeillet-de-gant-op5-no2-v-vivace
701,intermediate,G major,/tunes/telemann-canonic-sonata-no1-vivace.pdf,"('D', '4', 'C', '6')",144 BPM,4-Jun,"Vivace Six Canonic Sonatas for Two Flutes, No. 1",G,2,/tunes/telemann-canonic-sonata-no1-vivace
1516,intermediate,G major,/tunes/loeillet-de-gant-op5-no3-i-vivace.pdf,"('F#', '4', 'D', '6')",116 BPM,4-Apr,Vivace Sonata for Two Flutes No. 3 in G major,G,2,/tunes/loeillet-de-gant-op5-no3-i-vivace
2134,easy,G major,/tunes/walshs-frolics.pdf,"('G', '4', 'B', '5')",104 BPM,8-Jun,Walsh's Frolics,G,2,/tunes/walshs-frolics
2808,intermediate,G major,/tunes/war-song-of-harold-harfager.pdf,"('C', '4', 'C', '6')",112 BPM,4-Apr,War Song of Harold Harfager,G,2,/tunes/war-song-of-harold-harfager
2718,intermediate,G major,/tunes/waves-of-tramore.pdf,"('F#', '4', 'B', '5')",96 BPM,8-Jun,Waves of Tramore,G,2,/tunes/waves-of-tramore
1576,easy,G major,/tunes/we-are-coming-father-abraam.pdf,"('G', '4', 'B', '5')",112 BPM,4-Feb,"We Are Coming, Father Abra'am",G,2,/tunes/we-are-coming-father-abraam
276,easy,G major,/tunes/we-wish-you-a-merry-christmas.pdf,"('D', '5', 'D', '6')",120 BPM,4-Mar,We Wish You a Merry Christmas,G,2,/tunes/we-wish-you-a-merry-christmas
2774,easy,G major,/tunes/whats-that-to-any-one.pdf,"('F#', '4', 'B', '5')",100 BPM,8-Jun,What's That to Any One,G,2,/tunes/whats-that-to-any-one
35,easy,G major,/tunes/when-the-saints-go-marching-in.pdf,"('G', '4', 'D', '5')",112 BPM,2-Feb,When the Saints Go Marching In,G,2,/tunes/when-the-saints-go-marching-in
599,easy,G major,/tunes/wien-du-stadt-meiner-traume.pdf,"('C#', '4', 'E', '5')",42 BPM,8-Mar,"Wien, du Stadt meiner TrÃ_ume",G,2,/tunes/wien-du-stadt-meiner-traume
102,easy,G major,/tunes/willie-colemans-jig.pdf,"('D', '4', 'B', '5')",120 BPM,8-Jun,Willie Coleman's Jig,G,2,/tunes/willie-colemans-jig
1966,easy,G major,/tunes/y-deryn-pur.pdf,"('E', '4', 'A', '5')",44 BPM,4-Mar,Y Deryn Pur,G,2,/tunes/y-deryn-pur
1620,easy,G major,/tunes/youre-a-grand-old-flag.pdf,"('D', '4', 'E', '5')",112 BPM,4-Feb,You're a Grand Old Flag,G,2,/tunes/youre-a-grand-old-flag
420,intermediate,G major,/tunes/mozart-the-magic-flute-zum-ziele-fuhrt-dich-diese-bahn.pdf,"('D', '4', 'D', '6')",56 BPM,2-Feb,Zum Ziele fÃ_hrt dich diese Bahn The Magic Flute,G,2,/tunes/mozart-the-magic-flute-zum-ziele-fuhrt-dich-diese-bahn
2059,intermediate,G minor,/tunes/albinoni-trattenimenti-armonici-no12-iii-adagio.pdf,"('D', '4', 'C', '6')",66 BPM,4-Mar,"Adagio Trattenimenti armonici, Sonata No. 12 in B-flat major",Gm,11,/tunes/albinoni-trattenimenti-armonici-no12-iii-adagio
1303,intermediate,G minor,/tunes/blavet-op2-sonata-no4-adagio.pdf,"('D', '4', 'D', '6')",52 BPM,4-Apr,"Adagio Flute Sonata No. 4 in G minor, â€œLa Lumagueâ€ù",Gm,11,/tunes/blavet-op2-sonata-no4-adagio
2327,easy,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-i-adagio.pdf,"('G', '4', 'D', '6')",42 BPM,8-Dec,Adagio Recorder Sonata No. 11 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-i-adagio
547,intermediate,G minor,/tunes/handel-recorder-sonata-in-g-minor-adagio.pdf,"('Bb', '4', 'D', '6')",66 BPM,2-Mar,Adagio Recorder Sonata in G minor,Gm,11,/tunes/handel-recorder-sonata-in-g-minor-adagio
2344,easy,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-iii-adagio.pdf,"('G', '4', 'Bb', '5')",63 BPM,2-Mar,Adagio Recorder Sonata No. 11 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no11-iii-adagio
1858,easy,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-i-adagio.pdf,"('A', '4', 'D', '6')",48 BPM,8-Dec,Adagio Recorder Sonata No. 3 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-i-adagio
1890,easy,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-iii-adagio.pdf,"('G', '4', 'Bb', '5')",63 BPM,2-Mar,Adagio Recorder Sonata No. 3 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-iii-adagio
1487,easy,G minor,/tunes/albinoni-trattenimenti-armonici-no3-iii-adagio.pdf,"('F', '4', 'D', '6')",60 BPM,4-Mar,"Adagio Trattenimenti armonici, Sonata No. 3 in B-flat major",Gm,11,/tunes/albinoni-trattenimenti-armonici-no3-iii-adagio
1004,advanced,G minor,/tunes/bach-sonata-no1-for-solo-violin-adagio.pdf,"('B\xe2\x99\xae', '3', 'Bb', '5')",40 BPM,4-Apr,Adagio Violin Sonata No. 1,Gm,11,/tunes/bach-sonata-no1-for-solo-violin-adagio
2508,intermediate,G minor,/tunes/agincourt-carol.pdf,"('G', '4', 'C', '6')",48 BPM,4-Mar,Agincourt Carol,Gm,11,/tunes/agincourt-carol
2119,intermediate,G minor,/tunes/naudot-op1-no6-iii-air-en-rondeau.pdf,"('D', '4', 'A', '5')",120 BPM,8-Mar,Air en Rondeau Flute Sonata No. 6 in G minor,Gm,11,/tunes/naudot-op1-no6-iii-air-en-rondeau
3078,intermediate,G minor,/tunes/telemann-partita-no4-v-allegro.pdf,"('D', '4', 'Bb', '5')",104 BPM,4-Feb,Allegro Partita No. 4,Gm,11,/tunes/telemann-partita-no4-v-allegro
784,intermediate,G minor,/tunes/bach-sonata-for-flute-and-harpsichord-in-g-minor-i-allegro.pdf,"('D', '4', 'D', '6')",96 BPM,4-Mar,Allegro Sonata in G minor for flute and harpsichord,Gm,11,/tunes/bach-sonata-for-flute-and-harpsichord-in-g-minor-i-allegro
792,intermediate,G minor,/tunes/bach-sonata-for-flute-and-harpsichord-in-g-minor-iii-allegro.pdf,"('D', '4', 'D', '6')",104 BPM,4-Feb,Allegro Sonata in G minor for flute and harpsichord,Gm,11,/tunes/bach-sonata-for-flute-and-harpsichord-in-g-minor-iii-allegro
1870,intermediate,G minor,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-ii-allegro.pdf,"('G', '4', 'E\xe2\x99\xae', '6')",104 BPM,4-Apr,Allegro Recorder Sonata No. 3 in G minor,Gm,11,/tunes/marcello-recorder-sonata-in-g-minor-op2-no3-ii-allegro
1452,intermediate,G minor,/tunes/albinoni-trattenimenti-armonici-no2-iv-allegro.pdf,"('C#', '4', 'D', '6')",160 BPM,8-Mar,"Allegro Trattenimenti armonici, Sonata No. 2 in G minor",Gm,11,/tunes/albinoni-trattenimenti-armonici-no2-iv-allegro
2994,intermediate,G minor,/tunes/telemann-partita-no4-ii-allegro.pdf,"('F', '4', 'Bb', '5')",104 BPM,4-Apr,Allegro Partita No. 4,Gm,11,/tunes/telemann-partita-no4-ii-allegro
3018,intermediate,G minor,/tunes/telemann-partita-no4-iii-allegro.pdf,"('F#', '4', 'Bb', '5')",108 BPM,4-Apr,Allegro Partita No. 4,Gm,11,/tunes/telemann-partita-no4-iii-allegro
1751,intermediate,G minor,/tunes/ranish-op2-no11-ii-allegro.pdf,"('D', '4', 'C', '6')",108 BPM,4-Apr,Allegro Flute Sonata No. 11 in G minor,Gm,11,/tunes/ranish-op2-no11-ii-allegro
1512,intermediate,G minor,/tunes/loeillet-de-gant-op5-no10-iv-allegro.pdf,"('D', '4', 'C', '6')",108 BPM,4-Apr,Allegro Sonata for Two Flutes No. 10 in G minor,Gm,11,/tunes/loeillet-de-gant-op5-no10-iv-allegro
2611,intermediate,G minor,/tunes/jensen-op16-no5-i-allegro-moderato.pdf,"('C', '4', 'F', '6')",92 BPM,2-Feb,"Allegro moderato Six duos faciles et brillants, No. 5",Gm,11,/tunes/jensen-op16-no5-i-allegro-moderato
1311,intermediate,G minor,/tunes/blavet-op2-sonata-no4-allemanda.pdf,"('D', '4', 'Bb', '5')",92 BPM,4-Apr,"Allemanda Flute Sonata No. 4 in G minor, â€œLa Lumagueâ€ù",Gm,11,/tunes/blavet-op2-sonata-no4-allemanda
1586,intermediate,G minor,/tunes/boismortier-op13-no1-allemande.pdf,"('F#', '4', 'C', '6')",104 BPM,4-Apr,"Allemande 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 1",Gm,11,/tunes/boismortier-op13-no1-allemande
2107,intermediate,G minor,/tunes/naudot-op1-no6-ii-allemande.pdf,"('D', '4', 'D', '6')",96 BPM,4-Apr,Allemande Flute Sonata No. 6 in G minor,Gm,11,/tunes/naudot-op1-no6-ii-allemande
868,easy,G minor,/tunes/caccini-amarilli-mia-bella.pdf,"('D', '4', 'E\xe2\x99\xae', '5')",66 BPM,4-Apr,"Amarilli, mia bella",Gm,11,/tunes/caccini-amarilli-mia-bella
514,intermediate,G minor,/tunes/handel-recorder-sonata-in-g-minor-andante.pdf,"('G', '4', 'D', '6')",92 BPM,4-Mar,Andante Recorder Sonata in G minor,Gm,11,/tunes/handel-recorder-sonata-in-g-minor-andante
1436,intermediate,G minor,/tunes/sarti-6-flute-sonatas-no4-andante.pdf,"('D', '4', 'D', '6')",84 BPM,4-Apr,Andante Flute Sonata No. 4 in G minor,Gm,11,/tunes/sarti-6-flute-sonatas-no4-andante
1231,intermediate,G minor,/tunes/kohler-forty-progressive-duets-vol2-no14.pdf,"('C', '4', 'G', '6')",48 BPM,8-Jun,"Andante sostenuto Forty Progressive Duets, Vol. II",Gm,11,/tunes/kohler-forty-progressive-duets-vol2-no14
510,intermediate,G minor,/tunes/tchaikovsky-the-nutcracker-arabian-dance-coffee.pdf,"('D', '4', 'A', '6')",104 BPM,8-Mar,Arabian Dance The Nutcracker Suite,Gm,11,/tunes/tchaikovsky-the-nutcracker-arabian-dance-coffee
2456,intermediate,G minor,/tunes/blavet-op2-sonata-no1-aria-seconda.pdf,"('D', '4', 'Bb', '5')",56 BPM,8-Jun,"Aria seconda Flute Sonata No. 1 in G major, â€œL'Henrietteâ€ù",Gm,11,/tunes/blavet-op2-sonata-no1-aria-seconda
1593,intermediate,G minor,/tunes/frederick-ii-sonata-in-g-minor-arioso.pdf,"('F#', '4', 'E', '6')",80 BPM,4-Mar,Arioso Flute Sonata in G minor,Gm,11,/tunes/frederick-ii-sonata-in-g-minor-arioso
1297,intermediate,G minor,/tunes/kohler-op66-at-the-fountain.pdf,"('D', '4', 'A', '6')",138 BPM,8-Mar,At the Fountain 25 Romantic Studies,Gm,11,/tunes/kohler-op66-at-the-fountain
1700,easy,G minor,/tunes/babbys-fancy.pdf,"('D', '4', 'A', '5')",126 BPM,4-Apr,Babby's Fancy,Gm,11,/tunes/babbys-fancy
1544,easy,G minor,/tunes/bonny-at-morn.pdf,"('F', '4', 'G', '5')",76 BPM,4-Jun,Bonny at Morn,Gm,11,/tunes/bonny-at-morn
232,intermediate,G minor,/tunes/carol-of-the-bells.pdf,"('C', '4', 'G', '6')",152 BPM,4-Mar,Carol of the Bells,Gm,11,/tunes/carol-of-the-bells
330,intermediate,G minor,/tunes/tchaikovsky-twelve-pieces-chanson-triste.pdf,"('C', '4', 'Bb', '5')",96 BPM,4-Apr,Chanson triste Twelve Pieces,Gm,11,/tunes/tchaikovsky-twelve-pieces-chanson-triste
2568,easy,G minor,/tunes/christmas-comes-but-once-a-year.pdf,"('D', '4', 'Bb', '5')",80 BPM,8-Jun,Christmas Comes But Once a Year,Gm,11,/tunes/christmas-comes-but-once-a-year
1339,intermediate,G minor,/tunes/blavet-op2-sonata-no4-ciciliana.pdf,"('D', '4', 'Bb', '5')",40 BPM,8-Jun,"Ciciliana Flute Sonata No. 4 in G minor, â€œLa Lumagueâ€ù",Gm,11,/tunes/blavet-op2-sonata-no4-ciciliana
2956,easy,G minor,/tunes/claudine-lived-contented-duet.pdf,"('F#', '4', 'D', '6')",48 BPM,8-Jun,Claudine Lived Contented,Gm,11,/tunes/claudine-lived-contented-duet
1594,intermediate,G minor,/tunes/boismortier-op13-no1-courante.pdf,"('F#', '4', 'D', '6')",144 BPM,4-Mar,"Courante 12 Petites sonates Ã  deux FlÃ»tes TraversiÃ¨res, No. 1",Gm,11,/tunes/boismortier-op13-no1-courante
325,intermediate,G minor,/tunes/saint-saens-danse-macabre.pdf,"('D', '4', 'B\xe2\x99\xae', '6')",210 BPM,4-Mar,Danse macabre,Gm,11,/tunes/saint-saens-danse-macabre
1889,easy,G minor,/tunes/machaut-douce-dame-jolie.pdf,"('F#', '4', 'G', '5')",112 BPM,4-Apr,Douce Dame jolie,Gm,11,/tunes/machaut-douce-dame-jolie
